"K0_number","Level2","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31"
"K10356","Dinoflagellate",23,6,13,29,20,9,174,75,192,40,247,195,285
"K10356","Haptophyte",161,101,175,359,253,90,306,175,265,56,359,225,182
"K10357","Chlorophyte",1162,634,503,1942,1503,351,61,18,46,19,81,45,75
"K10357","Ciliate",3,1,0,4,2,0,3,0,2,0,5,4,3
"K10357","Diatom",1098,590,1662,1862,1493,1476,312,198,302,9,4,6,19
"K10357","Dinoflagellate",249,140,73,369,216,82,607,326,538,515,2273,1773,2690
"K10357","Haptophyte",979,539,880,1686,1530,682,1402,844,1411,134,405,338,381
"K10359","Chlorophyte",9,3,4,5,11,1,0,0,0,0,3,2,0
"K10359","Ciliate",1,1,2,8,6,6,0,0,0,3,78,49,7
"K10359","Diatom",1,0,0,6,2,0,226,104,285,25,129,80,84
"K10359","Dinoflagellate",69,42,38,82,80,60,167,108,169,75,231,201,286
"K10359","Haptophyte",109,53,92,188,142,51,188,89,151,22,43,67,35
"K10364","Chlorophyte",5,3,14,7,6,5,0,0,0,0,0,0,0
"K10364","Ciliate",10,0,3,14,10,4,8,5,13,2,34,55,37
"K10364","Diatom",30,15,32,41,43,51,245,185,396,6,114,88,43
"K10364","Dinoflagellate",14,7,14,15,16,14,33,22,33,0,5,4,0
"K10364","Haptophyte",37,19,65,98,62,63,48,22,60,0,7,8,1
"K10365","Chlorophyte",9,6,10,23,10,14,0,0,0,0,0,8,11
"K10365","Ciliate",13,6,6,25,16,9,6,3,7,4,11,5,13
"K10365","Diatom",16,11,14,27,16,37,196,168,297,5,100,85,103
"K10365","Dinoflagellate",1,0,3,5,2,2,0,5,6,17,33,29,83
"K10365","Haptophyte",74,33,90,136,79,81,13,19,32,10,9,9,10
"K10380","Chlorophyte",648,417,760,1272,922,738,0,0,0,1,14,7,7
"K10380","Ciliate",0,2,2,0,5,2,81,54,110,0,0,0,0
"K10380","Diatom",79,34,92,82,83,109,19,30,23,0,33,32,29
"K10380","Dinoflagellate",135,63,164,167,143,109,566,349,618,634,2618,2218,3836
"K10380","Haptophyte",175,99,138,288,214,96,144,73,109,8,10,7,0
"K10389","Chlorophyte",76,51,61,166,96,91,47,17,49,1,13,3,15
"K10389","Ciliate",1,0,0,0,2,0,87,96,184,39,118,87,84
"K10389","Diatom",3,5,5,7,9,10,20,4,10,0,14,2,7
"K10389","Dinoflagellate",2,5,1,6,8,3,43,33,53,17,104,76,125
"K10389","Haptophyte",19,9,27,31,23,22,76,50,77,15,39,38,63
"K10392","Chlorophyte",44,20,31,87,61,16,6,1,7,2,28,40,32
"K10392","Ciliate",1,0,5,9,6,2,3,0,4,14,23,11,4
"K10392","Diatom",1,3,8,11,5,3,74,38,91,0,12,14,6
"K10392","Dinoflagellate",45,23,22,75,51,19,315,181,274,160,503,423,682
"K10392","Haptophyte",63,41,61,128,90,35,6,3,3,3,4,9,5
"K10393","Chlorophyte",396,238,281,805,601,266,55,26,60,55,246,198,244
"K10393","Ciliate",72,62,29,118,143,29,428,234,353,20,187,124,131
"K10393","Diatom",11,7,12,25,19,12,42,25,45,0,9,15,4
"K10393","Dinoflagellate",124,79,137,221,156,92,878,503,890,1175,4547,3808,4705
"K10393","Haptophyte",87,39,69,164,116,65,25,8,24,9,59,83,67
"K10394","Chlorophyte",230,147,189,471,387,144,85,63,103,29,168,117,92
"K10394","Ciliate",208,93,66,287,281,121,1132,798,1267,144,643,469,511
"K10394","Diatom",0,0,0,0,0,0,2,0,6,0,0,0,0
"K10394","Dinoflagellate",158,86,75,331,227,109,566,331,621,853,2965,2615,3777
"K10394","Haptophyte",361,164,313,603,516,202,475,247,439,27,64,35,58
"K10395","Chlorophyte",71,46,47,149,109,27,49,39,73,123,340,305,315
"K10395","Ciliate",15,3,3,10,9,0,17,9,20,1,2,1,9
"K10395","Diatom",50,21,51,60,53,44,24,27,41,0,10,10,13
"K10395","Dinoflagellate",71,31,32,105,63,41,182,111,205,103,496,499,834
"K10395","Haptophyte",165,113,144,280,240,107,76,39,98,2,4,9,4
"K10396","Chlorophyte",520,357,332,1001,839,330,97,55,100,36,92,103,122
"K10396","Ciliate",31,13,3,22,72,13,369,208,314,29,149,145,87
"K10396","Diatom",41,16,23,49,50,34,69,71,125,12,29,24,43
"K10396","Dinoflagellate",84,64,77,171,142,74,925,542,817,711,3179,2537,4263
"K10396","Haptophyte",399,216,319,709,549,223,200,172,195,4,17,7,14
"K10398","Chlorophyte",80,64,55,179,125,63,42,29,39,15,91,113,97
"K10398","Ciliate",16,12,2,29,25,12,0,0,0,0,0,0,0
"K10398","Diatom",6,6,3,15,11,7,26,7,18,0,0,0,0
"K10398","Dinoflagellate",45,27,30,93,60,26,55,30,87,51,320,248,422
"K10398","Haptophyte",33,21,26,46,60,13,48,24,45,0,1,3,3
"K10400","Chlorophyte",50,24,57,118,77,43,41,16,64,0,0,0,0
"K10400","Ciliate",5,4,0,7,9,2,14,9,19,4,13,7,2
"K10400","Diatom",0,0,0,1,1,0,0,0,0,0,0,0,0
"K10400","Dinoflagellate",12,2,0,9,8,8,82,49,101,445,1649,1282,1582
"K10400","Haptophyte",35,29,17,56,32,16,0,0,0,0,0,0,0
"K10405","Chlorophyte",492,253,284,849,643,190,19,8,11,0,0,0,17
"K10405","Ciliate",0,0,0,0,0,0,20,4,21,22,252,158,48
"K10405","Diatom",86,67,81,152,119,92,93,64,97,0,2,38,14
"K10405","Dinoflagellate",84,42,55,91,75,36,180,110,209,153,577,522,1057
"K10405","Haptophyte",41,16,51,62,50,31,20,7,41,34,135,114,272
"K10406","Chlorophyte",61,36,49,133,95,60,60,41,80,35,123,120,163
"K10406","Ciliate",5,1,0,5,3,1,10,5,24,0,12,3,9
"K10406","Diatom",51,38,112,104,101,84,32,12,31,0,0,0,0
"K10406","Dinoflagellate",80,42,43,113,61,40,970,805,1263,226,997,720,1215
"K10406","Haptophyte",245,136,304,456,430,135,295,165,297,15,32,54,33
"K10408","Chlorophyte",9166,5240,9058,17029,12267,3793,3509,2045,3298,764,2616,2519,2078
"K10408","Ciliate",12525,6732,9058,19004,17726,7603,67682,41204,68002,8482,31895,24918,22153
"K10408","Diatom",59,31,76,87,77,25,387,201,359,138,592,540,431
"K10408","Dinoflagellate",2339,1511,2082,3977,2866,1099,12033,7291,11217,11171,44828,40214,53284
"K10408","Haptophyte",13930,7318,17673,24925,19621,7281,20581,12010,18824,1727,4896,4436,3344
"K10409","Chlorophyte",226,111,166,381,296,182,79,75,72,81,182,153,73
"K10409","Ciliate",271,138,139,399,398,236,1382,843,1842,155,598,494,340
"K10409","Diatom",49,25,23,66,45,27,362,248,475,10,128,86,56
"K10409","Dinoflagellate",190,85,148,268,186,154,957,613,1218,812,3078,2429,2898
"K10409","Haptophyte",600,309,617,1112,882,557,435,265,499,54,149,240,100
"K10410","Chlorophyte",43,42,105,144,112,90,115,46,132,24,78,55,64
"K10410","Ciliate",68,33,43,127,109,83,350,269,475,35,284,151,150
"K10410","Diatom",5,8,20,21,9,10,185,137,222,25,61,60,86
"K10410","Dinoflagellate",136,91,328,281,246,229,728,582,863,670,2289,1676,2035
"K10410","Haptophyte",312,151,391,582,498,406,222,144,303,74,192,153,167
"K10411","Chlorophyte",62,37,84,103,86,76,2,0,2,18,61,43,41
"K10411","Ciliate",49,29,28,72,80,66,412,297,541,35,168,103,101
"K10411","Diatom",5,5,16,14,8,12,73,66,110,0,20,18,20
"K10411","Dinoflagellate",62,38,143,148,102,111,322,207,401,173,567,466,549
"K10411","Haptophyte",195,88,387,310,243,287,99,90,116,11,28,41,15
"K10412","Chlorophyte",38,16,95,81,71,64,0,0,0,5,16,9,7
"K10412","Ciliate",8,3,5,9,14,6,18,1,3,0,0,0,0
"K10412","Diatom",9,9,33,18,10,10,19,7,19,0,19,20,14
"K10412","Dinoflagellate",14,8,35,34,22,24,31,6,26,2,22,18,9
"K10412","Haptophyte",122,48,248,206,189,207,18,18,26,1,23,11,1
"K10414","Chlorophyte",35,15,34,80,65,19,35,26,18,0,3,4,7
"K10414","Ciliate",36,20,19,50,52,12,377,160,315,199,660,444,521
"K10414","Diatom",2,0,0,1,3,0,2,4,3,0,0,0,0
"K10414","Dinoflagellate",11,6,3,18,18,7,53,18,44,216,633,733,1121
"K10414","Haptophyte",529,268,646,929,707,251,207,102,155,30,55,59,52
"K10418","Chlorophyte",40,16,65,62,45,51,19,6,10,6,18,34,28
"K10418","Ciliate",109,63,141,197,156,170,184,97,227,11,49,39,1
"K10418","Diatom",16,8,27,17,13,15,161,136,219,0,20,6,6
"K10418","Dinoflagellate",141,81,417,241,161,251,898,691,1215,468,2019,1421,1440
"K10418","Haptophyte",190,121,466,372,288,315,89,71,92,26,55,29,58
"K10419","Chlorophyte",33,34,116,78,62,77,0,0,0,0,7,2,0
"K10419","Ciliate",25,14,65,46,35,46,119,108,225,23,141,90,71
"K10419","Diatom",0,0,3,3,0,2,42,48,68,0,20,2,2
"K10419","Dinoflagellate",125,48,338,192,174,213,330,298,508,300,1044,706,737
"K10419","Haptophyte",105,42,234,199,162,165,86,74,109,14,47,32,24
"K10420","Chlorophyte",53,24,119,87,103,75,8,11,20,10,60,39,56
"K10420","Ciliate",21,7,40,39,31,27,158,64,114,13,45,39,19
"K10420","Diatom",9,7,14,18,17,10,50,45,110,2,17,12,42
"K10420","Dinoflagellate",93,35,239,152,114,135,324,273,412,83,542,347,341
"K10420","Haptophyte",132,70,323,277,218,199,36,22,39,0,7,8,16
"K10436","Chlorophyte",46,29,47,81,82,38,9,12,17,0,0,0,0
"K10436","Ciliate",23,14,25,35,55,26,54,42,91,17,54,25,101
"K10436","Diatom",27,9,22,37,31,40,17,13,17,0,0,0,0
"K10436","Dinoflagellate",77,33,119,119,84,64,128,89,161,173,670,477,592
"K10436","Haptophyte",231,124,340,464,371,275,94,51,75,5,13,3,18
"K10455","Chlorophyte",0,0,0,2,1,4,0,0,0,0,0,0,0
"K10455","Ciliate",1,0,0,1,4,0,0,0,8,0,0,0,0
"K10455","Diatom",1,1,2,1,0,1,0,0,0,0,0,0,0
"K10455","Dinoflagellate",17,6,10,21,17,13,19,5,27,21,160,111,280
"K10455","Haptophyte",26,13,21,32,47,18,0,0,0,16,8,15,8
"K10534","Chlorophyte",787,431,850,1374,1112,787,28,15,46,0,1,0,6
"K10534","Ciliate",4,0,6,15,6,5,0,0,0,0,0,0,0
"K10534","Diatom",33,14,91,94,59,75,110,42,121,0,11,20,12
"K10534","Dinoflagellate",409,205,307,688,477,248,400,248,710,866,4004,2895,4397
"K10534","Haptophyte",192,95,240,333,302,213,4,21,13,5,13,11,3
"K10573","Chlorophyte",183,96,354,342,269,284,0,0,0,0,1,3,1
"K10573","Ciliate",3,2,2,3,2,2,0,0,0,0,0,0,0
"K10573","Diatom",58,13,109,49,55,82,9,8,12,6,46,38,26
"K10573","Dinoflagellate",11,6,19,22,16,17,42,17,34,197,725,571,639
"K10573","Haptophyte",298,138,457,481,380,356,74,51,100,7,8,7,24
"K10575","Chlorophyte",70,35,143,132,84,79,11,17,18,0,3,0,0
"K10575","Ciliate",0,0,0,0,2,1,42,20,25,0,0,0,0
"K10575","Diatom",33,13,84,47,43,57,11,19,15,10,77,36,16
"K10575","Dinoflagellate",67,46,155,124,103,118,468,297,513,213,948,733,833
"K10575","Haptophyte",48,16,69,81,72,47,0,0,0,0,0,0,0
"K10577","Chlorophyte",39,18,61,83,61,42,43,43,40,21,41,24,58
"K10577","Ciliate",11,1,6,18,12,12,1342,741,1944,0,21,41,42
"K10577","Diatom",20,12,49,31,26,55,26,7,30,0,0,0,0
"K10577","Dinoflagellate",109,70,224,191,138,132,213,158,277,271,820,649,748
"K10577","Haptophyte",92,44,126,157,120,114,40,27,29,9,28,25,9
"K10578","Chlorophyte",63,42,94,191,132,60,0,0,0,0,0,0,0
"K10578","Ciliate",0,3,0,0,1,0,18,17,3,0,0,0,0
"K10578","Diatom",28,8,52,35,25,39,0,0,0,0,0,0,0
"K10578","Dinoflagellate",1,7,5,4,4,5,21,9,40,2,21,33,68
"K10578","Haptophyte",6,5,22,17,10,13,3,1,4,0,30,16,5
"K10579","Chlorophyte",116,43,156,204,150,137,28,12,16,4,13,15,20
"K10579","Ciliate",9,4,8,12,31,12,214,134,237,17,38,18,6
"K10579","Diatom",27,10,47,25,36,50,43,46,63,33,137,39,31
"K10579","Dinoflagellate",67,20,123,71,54,56,189,103,236,261,779,636,624
"K10579","Haptophyte",77,36,224,144,151,154,60,39,61,3,14,5,2
"K10580","Chlorophyte",65,35,148,133,88,104,33,44,38,14,21,10,41
"K10580","Ciliate",53,32,37,109,110,55,188,130,299,83,221,171,150
"K10580","Diatom",12,6,15,25,13,22,60,38,61,36,107,97,129
"K10580","Dinoflagellate",134,86,204,237,152,180,320,239,358,155,533,382,458
"K10580","Haptophyte",94,28,164,158,128,115,15,1,14,24,85,79,35
"K10583","Chlorophyte",97,49,130,153,156,117,24,9,33,0,0,0,0
"K10583","Ciliate",1,1,1,5,2,0,239,170,252,0,6,0,5
"K10583","Diatom",30,11,47,34,24,47,79,34,94,10,34,18,12
"K10583","Dinoflagellate",24,5,34,35,28,24,29,41,64,58,205,113,185
"K10583","Haptophyte",23,20,55,38,28,58,4,1,1,0,17,6,23
"K10586","Chlorophyte",105,55,78,201,103,48,27,10,40,0,0,0,0
"K10586","Ciliate",22,10,18,37,34,20,137,102,190,197,531,509,489
"K10586","Diatom",37,21,71,72,71,62,0,0,0,2,18,16,1
"K10586","Dinoflagellate",20,8,13,26,28,6,16,4,6,6,53,70,20
"K10586","Haptophyte",45,34,53,107,74,39,77,53,85,0,15,7,10
"K10587","Chlorophyte",22,13,31,74,52,32,0,0,10,0,0,0,0
"K10587","Ciliate",18,11,5,27,35,16,135,105,128,21,66,30,118
"K10587","Diatom",0,0,2,5,3,2,0,0,0,0,0,0,0
"K10587","Dinoflagellate",40,18,33,49,38,29,64,55,57,53,277,244,420
"K10587","Haptophyte",74,32,65,115,79,36,11,15,8,0,8,2,6
"K10588","Chlorophyte",16,7,27,24,28,3,0,0,0,0,0,0,0
"K10588","Ciliate",0,0,0,2,0,1,5,1,8,0,0,0,0
"K10588","Diatom",5,0,15,2,2,2,0,0,0,0,0,0,0
"K10588","Dinoflagellate",9,2,4,7,5,5,3,3,6,0,0,0,0
"K10588","Haptophyte",0,3,5,4,3,3,2,3,9,0,0,0,0
"K10589","Chlorophyte",109,65,115,203,165,46,0,0,0,4,4,7,11
"K10589","Ciliate",0,0,0,0,0,0,35,8,35,0,8,5,2
"K10589","Diatom",21,18,48,62,52,52,17,11,20,0,0,0,0
"K10589","Dinoflagellate",10,6,17,29,9,10,171,102,211,38,96,84,144
"K10589","Haptophyte",34,20,29,70,55,35,0,0,0,46,302,259,232
"K10592","Chlorophyte",645,418,435,1256,895,299,9,0,7,0,0,0,0
"K10592","Ciliate",35,8,25,77,51,33,236,126,204,25,109,85,31
"K10592","Diatom",33,13,104,51,39,49,9,3,8,0,0,0,15
"K10592","Dinoflagellate",29,21,30,55,30,19,133,51,167,192,941,876,1138
"K10592","Haptophyte",7,1,1,8,10,6,15,11,18,3,0,5,0
"K10594","Chlorophyte",2,2,6,6,8,1,0,0,0,0,0,0,0
"K10594","Ciliate",6,4,11,9,3,5,68,45,87,0,4,3,0
"K10594","Diatom",3,0,2,1,0,0,0,0,0,0,0,0,0
"K10594","Dinoflagellate",11,12,12,32,19,15,41,38,58,37,125,68,109
"K10594","Haptophyte",1,1,5,3,6,2,0,7,14,0,0,0,0
"K10595","Chlorophyte",24,18,40,56,38,49,0,0,0,0,0,0,0
"K10595","Ciliate",56,33,27,96,94,52,176,87,239,52,75,87,208
"K10595","Diatom",2,1,3,11,4,4,0,0,0,0,3,8,9
"K10595","Dinoflagellate",37,24,35,76,76,43,385,225,427,281,1189,1041,1774
"K10595","Haptophyte",153,95,190,278,221,105,42,32,78,5,16,20,22
"K10597","Chlorophyte",316,161,236,565,371,243,0,0,0,0,0,0,0
"K10597","Ciliate",3,1,0,6,0,1,0,0,0,0,1,0,21
"K10597","Diatom",31,14,33,48,22,39,4,7,6,0,0,0,0
"K10597","Dinoflagellate",6,2,4,8,4,7,13,3,18,17,58,44,70
"K10597","Haptophyte",156,87,140,279,247,121,19,19,8,0,0,0,0
"K10598","Chlorophyte",48,31,25,106,57,48,7,1,1,3,3,2,1
"K10598","Ciliate",3,6,1,10,4,3,0,0,0,0,0,0,0
"K10598","Diatom",3,0,0,0,2,1,0,1,2,0,0,0,0
"K10598","Dinoflagellate",17,6,1,24,9,3,31,13,18,3,80,68,170
"K10598","Haptophyte",12,4,11,18,11,16,7,3,3,5,45,7,7
"K10599","Chlorophyte",202,131,206,337,278,180,22,20,16,11,63,29,24
"K10599","Ciliate",2,0,4,3,4,2,0,0,0,0,0,0,0
"K10599","Diatom",7,6,15,13,24,34,27,17,37,0,0,0,0
"K10599","Dinoflagellate",65,43,73,111,75,64,185,86,214,240,910,668,894
"K10599","Haptophyte",43,35,99,117,96,82,71,41,83,17,115,66,70
"K10601","Chlorophyte",176,100,144,335,250,113,2,3,5,0,0,0,0
"K10601","Ciliate",0,0,0,0,0,0,40,46,53,0,0,0,0
"K10601","Diatom",6,6,16,13,12,13,0,0,0,0,0,0,0
"K10601","Dinoflagellate",0,1,4,0,1,1,50,17,38,34,104,63,90
"K10601","Haptophyte",25,17,31,68,39,20,0,2,6,11,7,8,1
"K10609","Chlorophyte",167,100,127,288,188,103,25,19,42,0,0,0,0
"K10609","Ciliate",3,3,1,4,4,4,18,11,51,20,22,28,5
"K10609","Diatom",10,5,29,14,6,10,19,11,11,0,0,2,6
"K10609","Dinoflagellate",10,1,3,10,15,4,12,26,13,18,63,52,84
"K10609","Haptophyte",40,21,52,85,57,45,11,4,11,4,10,2,0
"K10610","Chlorophyte",207,110,183,409,302,184,22,6,5,0,0,2,6
"K10610","Ciliate",2,2,1,9,7,9,81,56,95,3,15,15,30
"K10610","Diatom",28,16,49,34,30,52,1,1,6,0,3,2,0
"K10610","Dinoflagellate",2,2,2,1,0,0,0,0,0,1,9,7,7
"K10610","Haptophyte",16,14,18,37,34,20,35,24,23,0,0,0,0
"K10615","Chlorophyte",3,5,1,3,5,4,0,0,0,0,0,0,0
"K10615","Ciliate",7,5,10,17,7,11,17,2,18,2,5,6,14
"K10615","Diatom",0,0,0,0,0,0,0,0,0,0,3,3,0
"K10615","Dinoflagellate",9,8,3,12,14,10,72,48,142,25,148,65,135
"K10615","Haptophyte",2,1,0,3,1,1,0,0,0,0,0,0,0
"K10624","Chlorophyte",81,26,51,136,87,46,0,0,0,0,0,0,0
"K10624","Ciliate",0,0,0,0,0,0,7,1,0,0,0,0,0
"K10624","Diatom",0,0,0,0,0,0,15,2,13,0,0,0,0
"K10624","Dinoflagellate",3,4,6,6,9,5,0,0,0,0,0,0,0
"K10624","Haptophyte",0,0,3,0,2,0,0,0,0,0,0,0,0
"K10638","Chlorophyte",2,0,3,2,2,0,0,0,0,0,0,0,0
"K10638","Ciliate",0,0,0,0,0,0,22,17,23,0,0,0,0
"K10638","Diatom",0,0,0,0,0,0,0,0,0,0,11,10,10
"K10638","Dinoflagellate",0,0,0,0,0,0,0,0,0,3,3,3,7
"K10638","Haptophyte",0,0,0,2,2,0,0,0,0,0,0,0,0
"K10643","Chlorophyte",282,142,178,498,345,166,0,0,0,0,0,0,0
"K10643","Ciliate",0,0,0,3,5,0,116,99,137,0,0,0,0
"K10643","Diatom",28,11,41,40,37,30,0,4,4,3,30,10,11
"K10643","Dinoflagellate",7,7,22,25,19,13,59,24,43,31,144,56,64
"K10643","Haptophyte",70,48,96,145,107,70,57,26,57,0,5,7,9
"K10661","Chlorophyte",0,0,9,2,4,2,0,0,0,0,0,0,0
"K10661","Ciliate",0,0,0,0,0,0,0,0,0,0,1,5,1
"K10661","Diatom",2,3,1,2,2,8,0,0,0,1,3,5,0
"K10661","Dinoflagellate",1,3,3,11,4,2,12,2,2,0,1,2,12
"K10661","Haptophyte",2,1,0,10,4,1,0,0,0,0,0,0,0
"K10666","Chlorophyte",128,85,200,290,219,152,0,0,0,0,0,0,0
"K10666","Ciliate",2,0,0,1,0,0,0,0,0,0,0,0,0
"K10666","Diatom",23,18,52,47,43,50,0,0,0,0,0,0,0
"K10666","Dinoflagellate",31,20,65,65,36,33,94,48,111,111,428,323,384
"K10666","Haptophyte",22,4,16,32,8,9,0,0,0,0,0,0,0
"K10680","Chlorophyte",34,19,119,45,40,63,22,29,54,0,0,0,0
"K10680","Ciliate",0,0,0,0,0,0,0,0,0,0,4,4,1
"K10680","Diatom",25,20,88,44,44,47,0,0,0,1,13,0,6
"K10680","Dinoflagellate",21,8,37,33,36,26,185,116,208,35,143,121,112
"K10680","Haptophyte",70,39,105,114,91,83,0,0,0,0,0,0,0
"K10684","Chlorophyte",67,39,87,90,47,57,0,0,0,0,0,0,0
"K10684","Ciliate",0,0,0,0,0,0,6,0,29,0,0,0,0
"K10684","Diatom",11,3,22,18,9,21,6,8,18,0,4,0,0
"K10684","Dinoflagellate",13,7,14,17,8,12,14,6,29,7,42,33,39
"K10684","Haptophyte",2,2,1,3,2,4,6,2,1,0,5,1,0
"K10685","Chlorophyte",141,64,113,216,167,113,7,6,70,0,0,0,0
"K10685","Ciliate",0,0,0,0,0,0,415,264,514,0,1,2,0
"K10685","Diatom",44,29,129,70,69,116,0,0,0,0,0,0,0
"K10685","Dinoflagellate",14,10,7,22,19,8,36,11,131,52,232,211,346
"K10685","Haptophyte",25,6,15,26,32,29,1,1,9,0,0,0,0
"K10686","Chlorophyte",97,63,143,203,183,123,3,1,9,0,6,9,3
"K10686","Ciliate",0,0,0,0,0,0,42,20,64,3,15,8,14
"K10686","Diatom",12,5,21,12,22,14,0,0,0,0,0,0,0
"K10686","Dinoflagellate",11,3,11,18,20,16,85,78,105,125,433,295,359
"K10686","Haptophyte",39,23,36,68,71,36,33,23,34,0,0,0,0
"K10689","Chlorophyte",30,9,53,50,37,32,0,0,0,0,0,0,0
"K10689","Ciliate",0,0,0,0,0,0,39,23,59,0,0,0,0
"K10689","Diatom",0,0,0,0,0,0,0,0,0,0,6,6,0
"K10689","Dinoflagellate",8,3,29,17,15,11,90,28,58,21,75,41,62
"K10689","Haptophyte",12,5,41,20,13,23,0,0,0,0,0,0,0
"K10691","Chlorophyte",142,68,95,260,177,57,9,14,8,0,0,0,0
"K10691","Ciliate",0,0,0,0,0,0,8,8,12,0,0,0,0
"K10691","Diatom",23,6,39,27,27,22,0,0,0,0,0,0,0
"K10691","Dinoflagellate",7,0,4,2,4,1,22,12,32,0,39,27,36
"K10691","Haptophyte",30,34,63,72,79,22,41,18,21,0,0,0,0
"K10693","Chlorophyte",4,0,6,8,5,3,0,0,0,0,0,0,0
"K10693","Ciliate",3,4,2,15,15,7,96,66,122,10,46,53,108
"K10693","Diatom",11,3,15,7,11,15,2,0,4,0,0,0,0
"K10693","Dinoflagellate",16,7,21,28,22,24,165,115,179,146,585,592,790
"K10693","Haptophyte",11,1,9,5,5,2,0,0,0,0,0,0,0
"K10703","Chlorophyte",64,37,164,137,108,103,0,0,0,2,19,8,4
"K10703","Ciliate",0,0,0,0,0,0,37,19,26,3,1,2,0
"K10703","Diatom",7,9,8,12,18,10,9,9,7,0,16,7,23
"K10703","Dinoflagellate",25,13,32,38,32,12,61,27,80,17,187,155,176
"K10703","Haptophyte",35,17,29,62,43,31,15,13,4,0,0,5,2
"K10704","Chlorophyte",175,81,264,302,221,238,7,0,4,0,0,0,0
"K10704","Ciliate",45,21,42,86,86,48,180,138,211,46,158,106,80
"K10704","Diatom",22,8,61,38,26,43,0,0,0,13,42,29,3
"K10704","Dinoflagellate",30,25,121,67,46,55,141,86,153,46,159,157,214
"K10704","Haptophyte",57,30,132,114,90,99,15,9,9,1,21,24,6
"K10706","Chlorophyte",645,354,440,1132,808,341,0,0,0,0,0,0,0
"K10706","Ciliate",3,0,0,11,2,0,219,63,197,0,22,53,67
"K10706","Diatom",6,3,12,14,6,8,0,0,3,0,0,0,0
"K10706","Dinoflagellate",0,0,3,1,3,0,26,6,26,27,100,63,97
"K10706","Haptophyte",1,0,0,0,2,1,0,0,0,0,4,1,0
"K10716","Chlorophyte",46,18,50,74,54,48,13,5,27,0,0,0,0
"K10716","Ciliate",0,0,0,0,0,0,77,31,70,0,0,0,0
"K10716","Diatom",14,5,14,16,21,13,13,8,33,0,0,0,0
"K10716","Dinoflagellate",61,48,86,114,69,52,123,115,190,118,620,413,868
"K10716","Haptophyte",3,1,1,4,3,3,20,13,13,0,19,6,11
"K10737","Chlorophyte",47,29,29,90,86,25,0,0,0,0,0,0,0
"K10737","Ciliate",0,0,0,0,0,0,464,298,448,0,0,0,0
"K10737","Diatom",4,1,5,2,3,6,3,0,7,0,0,0,0
"K10737","Dinoflagellate",1,0,4,2,1,0,21,6,26,4,54,35,54
"K10737","Haptophyte",0,0,0,0,0,0,0,0,0,11,22,38,47
"K10747","Chlorophyte",129,68,77,210,168,79,10,7,11,0,4,9,0
"K10747","Ciliate",2,0,1,4,1,0,603,441,515,22,70,122,62
"K10747","Diatom",22,15,18,39,34,29,4,6,7,0,0,0,0
"K10747","Dinoflagellate",143,83,80,236,133,70,227,127,251,169,527,454,807
"K10747","Haptophyte",66,35,54,104,69,49,315,153,298,41,142,65,85
"K10752","Chlorophyte",424,209,454,763,584,452,16,6,22,30,71,47,59
"K10752","Ciliate",2,0,7,8,1,1,42,42,31,1,22,23,8
"K10752","Diatom",6,1,32,11,8,25,24,32,30,0,0,0,0
"K10752","Dinoflagellate",15,8,11,28,13,18,16,10,24,8,37,39,85
"K10752","Haptophyte",87,41,163,161,145,118,113,83,158,33,97,96,48
"K10753","Chlorophyte",216,102,330,370,273,244,0,0,0,0,0,0,0
"K10753","Ciliate",7,1,0,5,9,1,126,84,182,0,0,0,0
"K10753","Diatom",5,2,16,19,8,12,13,6,8,3,5,0,0
"K10753","Dinoflagellate",5,2,10,7,6,6,6,0,0,2,2,3,0
"K10753","Haptophyte",15,8,26,35,26,25,2,0,1,4,1,5,4
"K10754","Chlorophyte",229,120,150,405,270,171,5,4,1,0,0,0,0
"K10754","Ciliate",2,1,1,2,1,0,251,102,123,1,13,33,66
"K10754","Diatom",1,2,6,5,5,0,27,15,21,0,0,0,0
"K10754","Dinoflagellate",48,23,27,64,59,13,92,42,82,15,87,65,152
"K10754","Haptophyte",0,0,0,0,0,0,21,3,21,2,8,10,4
"K10755","Chlorophyte",264,126,326,456,342,315,91,38,86,23,48,47,48
"K10755","Ciliate",20,8,11,21,16,9,1048,626,948,10,54,157,165
"K10755","Diatom",16,6,29,12,17,22,47,31,43,0,0,0,0
"K10755","Dinoflagellate",55,22,64,80,59,41,157,94,164,35,79,81,133
"K10755","Haptophyte",4,3,6,13,9,8,84,32,71,47,203,144,142
"K10756","Chlorophyte",529,276,554,948,669,559,13,9,13,0,0,2,5
"K10756","Ciliate",3,0,1,5,6,6,797,512,828,7,87,237,285
"K10756","Diatom",6,5,22,20,6,15,46,9,48,8,23,18,8
"K10756","Dinoflagellate",43,21,49,68,56,33,186,75,174,134,468,435,614
"K10756","Haptophyte",3,2,6,0,2,3,21,22,25,30,129,56,125
"K10799","Chlorophyte",2,1,10,7,5,1,0,0,0,0,0,0,0
"K10799","Ciliate",2,3,0,7,6,2,80,37,94,2,5,0,0
"K10799","Diatom",4,8,29,28,10,20,0,0,0,3,3,1,0
"K10799","Dinoflagellate",148,87,203,261,228,189,339,174,446,367,1762,1145,2136
"K10799","Haptophyte",16,10,28,30,27,18,38,16,50,4,4,1,4
"K10802","Chlorophyte",66,31,47,157,126,84,113,67,126,22,61,61,73
